14,0
21825,1
51950,2
52613,3
53167,4
54318,5
58161,6
64525,7
64531,8
64532,9
64535,10
64550,11
64634,12
69931,13
70190,14
70363,15
70657,16
70676,17
70677,18
70679,19
70682,20
70684,21
70687,22
70688,23
70692,24
70693,25
70695,26
70699,27
70701,28
70702,29
70704,30
70706,31
70707,32
70708,33
70709,34
70727,35
70728,36
70729,37
70730,38
70731,39
70732,40
70733,41
70734,42
70736,43
70740,44
70743,45
70744,46
70745,47
70746,48
70748,49
70750,50
70752,51
70754,52
70756,53
70758,54
70759,55
70816,56
70872,57
70874,58
71034,59
71066,60
71068,61
71105,62
71113,63
71144,64
71146,65
71148,66
71151,67
71152,68
71173,69
71174,70
71175,71
71176,72
71177,73
71179,74
71180,75
71181,76
71183,77
71185,78
71187,79
71188,80
71190,81
71191,82
71192,83
71193,84
71198,85
71203,86
71205,87
71208,88
71209,89
71210,90
71211,91
71212,92
71213,93
71215,94
71216,95
71219,96
71221,97
71224,98
71225,99
71227,100
71230,101
71231,102
71232,103
71234,104
71235,105
71250,106
71427,107
71557,108
71564,109
71570,110
71740,111
71807,112
71809,113
71810,114
71821,115
71823,116
71824,117
71826,118
71829,119
71830,120
71831,121
71872,122
71873,123
71874,124
71876,125
71877,126
71881,127
71883,128
71907,129
71918,130
72059,131
72327,132
72374,133
72378,134
72720,135
72735,136
72880,137
73100,138
73604,139
73633,140
73684,141
73685,142
73962,143
73963,144
74384,145
74459,146
74673,147
74674,148
74676,149
74678,150
74698,151
74704,152
74964,153
75169,154
75303,155
75316,156
75346,157
75361,158
76033,159
76456,160
76685,161
76975,162
76982,163
76992,164
76998,165
77069,166
77117,167
77118,168
77402,169
77866,170
77881,171
77899,172
77902,173
77939,174
77941,175
77942,176
77944,177
77945,178
77947,179
77948,180
77949,181
77954,182
77955,183
77956,184
77957,185
77958,186
77960,187
77961,188
77962,189
77963,190
77965,191
77966,192
77967,193
77970,194
77973,195
77984,196
77990,197
77991,198
77992,199
77993,200
77994,201
77997,202
77998,203
77999,204
78000,205
78001,206
78002,207
78003,208
78004,209
78005,210
78006,211
78007,212
78008,213
78010,214
78011,215
78012,216
78013,217
78016,218
78017,219
78018,220
78019,221
78020,222
78021,223
78022,224
78023,225
78024,226
78026,227
78027,228
78028,229
78029,230
78030,231
78031,232
78032,233
78033,234
78034,235
78035,236
78037,237
78038,238
78039,239
78040,240
78041,241
78042,242
78043,243
78044,244
78045,245
78046,246
78047,247
78048,248
78049,249
78051,250
78052,251
78061,252
78062,253
78070,254
78073,255
78090,256
78091,257
78092,258
78093,259
78094,260
78095,261
78097,262
78098,263
78099,264
78100,265
78102,266
78103,267
78104,268
78105,269
78106,270
78107,271
78108,272
78110,273
78137,274
78154,275
78155,276
78157,277
78158,278
78160,279
78161,280
78163,281
78164,282
78166,283
78167,284
78168,285
78169,286
78171,287
78173,288
78174,289
78175,290
78176,291
78178,292
78184,293
78191,294
78202,295
78204,296
78206,297
78207,298
78208,299
78209,300
78210,301
78211,302
78212,303
78213,304
78214,305
78215,306
78216,307
78217,308
78218,309
78219,310
